fixture	kind	class	rustc_verdict	rustc_code_or_exit	expected_in_tree	note
bc_0914c_meetobl_hb_x18_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a T<'_> built from 'a	
bc_0914c_meetobl_hb_x19_refuse	fail	CONFIRMED	REFUSED	E0521	[fn g]: call to 'need_static' arg 1: lifetime may not live long enough — a P<'_> built f	
bc_0914c_meetobl_hb_x50_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: method 'Vec__push' arg 1: lifetime may not live long enough — a P<'_> built from	
bc_0914c_meetobl_hb_x51_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: deref-write '*ptr = …': lifetime may not live long enough — a Option<P<'_>> bu	
bc_0914c_meetobl_hb_x53_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a P<'_> built from 'a	
bc_0914c_meetobl_hb_x54_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a W<'_> built from 'a	
bc_0914c_meetobl_hb_x55_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a P2<'_, 'b> built fr	
bc_0914d_meetoblland_hb_x106_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn H__set]: assignment to 'self.p': lifetime may not live long enough — a P<'_> built f	
bc_0914d_meetoblland_hb_x112_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a G<'_, T> built from	
bc_0914d_meetoblland_hb_x114_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn go]: return type mismatch: lifetime may not live long enough — a &i64 built from 'a 	
bc_0914d_meetoblland_hb_x118_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a E<'_> built from 'a	
bc_0914d_meetoblland_hb_x119_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a E<'_> built from 'a	
bc_0914d_meetoblland_hb_x120_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: variance mismatch — expected E<'a>, got E<'b> — lifetim	
bc_0914d_meetoblland_hb_x124_refuse	fail	CONFIRMED	REFUSED	E0621	[fn go]: return type mismatch: lifetime may not live long enough — a P<'_> built from 'a	
bc_0914d_meetoblland_hb_x302_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: lifetime may not live long enough — a E<'_> built from 'a	
bc_0914d_meetoblland_hb_x308_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: variance mismatch — expected E<'static>, got E<'a> — li	
bc_0914d_meetoblland_hb_x410_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn mk]: return type mismatch: variance mismatch — expected S<'static>, got S<'a> — li	
bc_0914e_thruref_hb_m12_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot assign to 's1' while 's1.a' is borrowed	
bc_0914e_thruref_hb_m16_refuse	fail	CONFIRMED	REFUSED	E0505	[fn main]: cannot use 's1' while it is mutably borrowed	
bc_0914e_thruref_hb_m17_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.a' as mutable: 's1' has shared borrows	
bc_0914e_thruref_hb_m18_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 'r' as mutable: field of 'r' is already borrowed	
bc_0914e_thruref_hb_m20_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 's1' does not live long enough: it is borrowed by 'out', which is used here aft	
bc_0914e_thruref_hb_r01_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn compare_mut]: operator '==': lifetime may not live long enough — *mut &'a i64 and *m	
bc_0914e_thruref_hb_r05_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '!=': lifetime may not live long enough — *mut &'a i64 and *mut &'b i64	
bc_0914e_thruref_hb_r06_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '<': lifetime may not live long enough — *mut &'a i64 and *mut &'b i64 	
bc_0914e_thruref_hb_r09_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn compare_const]: operator '==': lifetime may not live long enough — *const &mut &'a i	
bc_0914e_thruref_hb_r10_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn compare_fn_ptr]: operator '==': lifetime may not live long enough — fn(&'c mut &'a i	
bc_0914e_thruref_hb_r17_refuse	fail	CONFIRMED	REFUSED	E0521	[fn f]: operator '==': lifetime may not live long enough — *mut &'a i64 and *mut &'stati	
bc_0914e_thruref_hb_r18_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '!=': lifetime may not live long enough — *mut &'a i64 and *mut &'b i64	
bc_0914e_thruref_hb_r23_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *const *const &mut &'a i64 an	
bc_0914f_thrurefland_hb_d07_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 's1' as mutable: already mutably borrowed	
bc_0914f_thrurefland_hb_d08_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 's1' as mutable: already mutably borrowed	
bc_0914f_thrurefland_hb_d14_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.a': 's1' is already mutably borrowed	
bc_0914f_thrurefland_hb_d17_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 's1' as mutable: already mutably borrowed	
bc_0914f_thrurefland_hb_d26_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 'r' as mutable: field of 'r' is already borrowed	
bc_0914f_thrurefland_hb_d27_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 'r' as mutable: field of 'r' is already borrowed	
bc_0914f_thrurefland_hb_d32_refuse	fail	CONFIRMED	REFUSED	E0499	[fn main]: cannot borrow 's1' as mutable: already mutably borrowed	
bc_0914f_thrurefland_hb_o13_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.a': 's1' is already mutably borrowed	
bc_0914f_thrurefland_hb_o14_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.0': 's1' is already mutably borrowed	
bc_0914f_thrurefland_hb_q07_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *mut fn(&'a i64) -> void and 	
bc_0914f_thrurefland_hb_q10_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *mut &'a i64 and *mut &'b i64	
bc_0914f_thrurefland_hb_q11_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn S__same]: operator '==': lifetime may not live long enough — *mut &'a i64 and *mut &	
bc_0914f_thrurefland_hb_q13_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *mut [&'a i64; 2] and *mut [&	
bc_0914f_thrurefland_hb_q14_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *const *mut &'a i64 and *cons	
bc_0914f_thrurefland_hb_q15_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *mut W<'a> and *mut W<'b> hav	
bc_0914f_thrurefland_hb_q17_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *const &mut &'a i64 and *cons	
bc_0914f_thrurefland_hb_q19_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — fn() -> &'a mut &'a i64 and f	
bc_0914f_thrurefland_hb_q24_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '>=': lifetime may not live long enough — fn(&'a mut &'a i64) -> void a	
bc_0914f_thrurefland_hb_q25_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — &*mut &'a i64 and &*mut &'b i	
bc_0914f_thrurefland_hb_q31_refuse	fail	CONFIRMED	REFUSED	E0521	[fn f]: operator '==': lifetime may not live long enough — *mut &'a i64 and *mut &'stati	
bc_0914f_thrurefland_hb_q32_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *const (i64, &'a mut &'a i64)	
bc_0914f_thrurefland_hb_q34_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: operator '==': lifetime may not live long enough — *const Inv<'a> and *const Inv	
bc_0914f_thrurefland_hb_x11d_refuse	fail	CONFIRMED	REFUSED	E0505	[fn main]: cannot move 's1' while it is borrowed	
bc_0914f_thrurefland_hb_x11w_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.a' as mutable: 's1' has shared borrows	
bc_0914f_thrurefland_hb_x12d_refuse	fail	CONFIRMED	REFUSED	E0505	[fn main]: cannot move 's1' while it is borrowed	
bc_0914f_thrurefland_hb_x12w_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.0' as mutable: 's1' has shared borrows	
bc_0914f_thrurefland_hb_x15d_refuse	fail	CONFIRMED	REFUSED	E0505	[fn main]: cannot move 's1' while it is borrowed	
bc_0914f_thrurefland_hb_x18w_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot borrow 's1.b' as mutable: 's1' has shared borrows	
bc_0914k_fnptrbinderland_hb_x03_refuse	fail	CONFIRMED	REFUSED	E0308	[fn t]: let 'f': variance mismatch — expected fn(&i64) -> i64, got fn(&'r i64) -> i64 �	
bc_0914k_fnptrbinderland_hb_x05_refuse	fail	CONFIRMED	REFUSED	E0308	[fn t]: let 'p': variance mismatch — expected (fn(&i64) -> i64, i32), got (fn(&'r i64) -	
bc_0914k_fnptrbinderland_hb_x07_refuse	fail	CONFIRMED	REFUSED	E0308	[fn S__cb]: let 'f': variance mismatch — expected fn(&i64) -> i64, got fn(&'a i64) -> i6	
bc_0914k_fnptrbinderland_hb_x09_refuse	fail	CONFIRMED	REFUSED	E0308	[fn t]: return type mismatch: variance mismatch — expected fn(&i64, &i64) -> i64, got fn	
bc_0914k_fnptrbinderland_hb_x10_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn t]: let 'f': variance mismatch — expected fn(&i64) -> &'static i64, got fn(&'a i64) 	
bc_0914m_storeedgeland_hb_c06_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'buffer', which is used here a	
bc_0914m_storeedgeland_hb_c07_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'buffer', which is used here a	
bc_0914m_storeedgeland_hb_c09_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot assign to 'x' because it is borrowed	
bc_0914m_storeedgeland_hb_c10_refuse	fail	CONFIRMED	REFUSED	E0506	[fn main]: cannot assign to 'x' because it is borrowed	
bc_0914m_storeedgeland_hb_c17_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'buffer', which is used here a	
bc_0914m_storeedgeland_hb_c19_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'data' does not live long enough: it is borrowed by 'buffer', which is used her	
bc_0914m_storeedgeland_hb_c21_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'buffer', which is used here a	
bc_0914m_storeedgeland_hb_c23_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'bag', which is used here afte	
bc_0914m_storeedgeland_hb_l05_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'data' does not live long enough: it is borrowed by 'buffer', which is used her	
bc_0914m_storeedgeland_hb_s18_refuse	fail	CONFIRMED	REFUSED	E0502	[fn main]: cannot borrow 'c' as mutable: 'c' has shared borrows	
bc_0914m_storeedgeland_hb_s57_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'v', which is used here after 	
bc_0914o_autoreffund_hb_i03_refuse	fail	CONFIRMED	REFUSED	E0716	temporary value dropped while borrowed: this reference borrows into a temporary that is dr	twin rewrite marked // TWIN:
bc_0914o_autoreffund_hb_i04_refuse	fail	CONFIRMED	REFUSED	E0515	temporary value dropped while borrowed: this reference borrows into a temporary that is dr	twin rewrite marked // TWIN:
bc_0915f_rustcaudit_vec_index_store_len_in_index_refuse	fail	CONFIRMED	REFUSED	E0502	cannot borrow 'v' as shared: mutable borrow still in scope here	twin rewrite marked // TWIN:
bc_fnptrbind_hrtb_sub_to_named_refuse	fail	CONFIRMED	REFUSED	lifetime may not live long enough	[fn f]: return type mismatch: variance mismatch — expected fn(&'r i64) -> i64, got fn(&'	
bc_fnptrbind_item_binder_hrtb_refuse	fail	CONFIRMED	REFUSED	E0308	[fn main]: let 'f': variance mismatch — expected fn(&'z i64, &'z i64) -> &'static i64, g	
bc_fnptrbind_let_named_as_elided_refuse	fail	CONFIRMED	REFUSED	E0308	[fn test]: let 'f': variance mismatch — expected fn(&i64) -> i64, got fn(&'a i64) -> i64	
bc_fnptrbind_nested_option_return_refuse	fail	CONFIRMED	REFUSED	E0308	[fn t]: return type mismatch: variance mismatch — expected Option<fn(&i64) -> i64>, got 	
bc_fnptrbind_return_named_as_elided_refuse	fail	CONFIRMED	REFUSED	E0308	[fn f]: return type mismatch: variance mismatch — expected fn(&i64) -> i64, got fn(&'r i	
bc_lifereg_derefwrite_field_ptr_escape_fail	fail	CONFIRMED	REFUSED	E0621	lifetime mismatch: return type has lifetime 'a but 'y' has lifetime (elided)	twin rewrite marked // TWIN:
bc_lifereg_derefwrite_param_escape_fail	fail	CONFIRMED	REFUSED	E0621	lifetime mismatch: return type has lifetime 'a but 'y' has lifetime (elided)	
bc_storeedge_setter_field_after_outer_set_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'd' does not live long enough: it is borrowed by 'h', which is used here after 	
bc_storeedge_vec_push_after_outer_push_refuse	fail	CONFIRMED	REFUSED	E0597	[fn main]: 'data' does not live long enough: it is borrowed by 'buffer', which is used her	
